flealved	-1.7314834833180743
kryigged	-2.450717907893687
tyign	-2.6182581217210927
flekgv	-2.7740297562479097
nwjurfs	-2.6170873510285424
waikjt	-2.5161604839958125
hplothh	-2.7702761173578936
dqqope	-2.09222060421878
prijpp	-2.313169466577728
raesns	-2.5649202362675347
kaugzv	-2.6547648040661884
zkaelfs	-2.932662416250464
hxkurmed	-2.183905567318926
scaukmb	-2.493596809488817
gryyrped	-2.5502332139813917
bleyqzd	-1.795105663888733
greyvrc	-2.6054036615609504
zccaurfed	-2.327438338089808
dttearts	-2.193091419766294
krdoompt	-2.4243393248134004
cluind	-1.6594517211993185
tlzoow	-3.5531895303515397
mdcolns	-2.544095702778788
wusqr	-3.236233966576984
cruodged	-2.277649136566231
skroudxx	-2.606822656352918
wuolmed	-2.685330369656639
drydgp	-2.930638622006986
cyarves	-2.182598356918764
graimzv	-2.1202578792277227
scyarse	-2.3774898985800514
sloash	-2.013282343032132
nhqek	-2.5570098274576076
sphriargues	-1.9576765424595926
vfqeemps	-1.8871466689745313
dgquf	-3.636850480866674
tvlaidst	-2.3815310369209164
spreenvf	-2.1688057221758963
ziix	-2.4940321177614577
dtqamm	-2.2805233952439066
vlaekrg	-3.675558309242618
hjmaerped	-2.4775682611686873
nvdesp	-3.293868005040965
smoudqg	-2.5645868482816607
rhoerge	-2.174448944343578
clyerbs	-2.6281157770515575
phoiffs	-2.3324370209734404
bljeaulved	-2.5742804574273115
spufwt	-2.6815738340829145
thraolched	-2.4600716976635852
sniirsed	-2.486187830323393
traurxc	-3.0820793942614824
nyauglr	-3.8273406599208357
hchoerms	-2.573196299125439
cflaelves	-2.4806779221858326
schleatpn	-2.640389219903393
knaeglf	-2.8068043994266603
hplyares	-2.239681492492469
dprirb	-3.5497383284172543
naeddd	-3.1746386696544926
staotch	-2.002930437068312
payrths	-2.4224003932706
bngyves	-3.046094984945085
stheywtq	-2.606151710815887
gyersed	-2.172240376250789
dwuyrt	-3.096166498869554
smaeqzq	-2.4108811975529134
sklaorves	-2.6326193353345477
skloeff	-2.6837749407760882
wryughfe	-2.7068395428015
bleaxmv	-2.492523515985389
schlaukbh	-2.732588288631557
sclajtr	-3.0448066443941073
